observed_date,cve,cna,change_type,version_old,score_old,version_new,score_new
2026-07-15,CVE-2022-34659,siemens,first_score,,,v4,6.9
2026-07-15,CVE-2024-21529,snyk,version_shift,v3,8.2,v4,8.8
2026-07-15,CVE-2026-10642,zephyr,rescore,v3,6.5,v3,4.6
2026-07-15,CVE-2026-7891,DIVD,rescore,v4,9.3,v4,9.1
2026-07-16,CVE-2025-40646,INCIBE,rescore,v4,5.1,v4,5.9
2026-07-19,CVE-2026-52968,Linux,first_score,,,v3,8.8
2026-07-19,CVE-2026-53159,Linux,first_score,,,v3,8.8
2026-07-19,CVE-2026-53329,Linux,first_score,,,v3,7.0
2026-07-19,CVE-2026-53341,Linux,first_score,,,v3,7.8
2026-07-19,CVE-2026-53354,Linux,first_score,,,v3,8.8
2026-07-19,CVE-2026-53355,Linux,first_score,,,v3,9.8
2026-07-19,CVE-2026-53356,Linux,first_score,,,v3,7.8
2026-07-19,CVE-2026-53357,Linux,first_score,,,v3,8.0
2026-07-19,CVE-2026-53358,Linux,first_score,,,v3,8.8
2026-07-19,CVE-2026-53359,Linux,first_score,,,v3,8.8
2026-07-19,CVE-2026-53360,Linux,first_score,,,v3,8.8
2026-07-19,CVE-2026-53361,Linux,first_score,,,v3,7.1
2026-07-19,CVE-2026-53362,Linux,first_score,,,v3,7.8
2026-07-19,CVE-2026-53363,Linux,first_score,,,v3,9.8
2026-07-19,CVE-2026-53366,Linux,first_score,,,v3,7.8
2026-07-19,CVE-2026-60137,WPScan,first_score,,,v3,5.9
2026-07-19,CVE-2026-63030,WPScan,first_score,,,v3,9.8
2026-07-21,CVE-2026-34632,adobe,rescore,v3,8.2,v3,8.6
2026-07-21,CVE-2026-38752,mitre,first_score,,,v3,2.9
2026-07-21,CVE-2026-38753,mitre,first_score,,,v3,4.9
2026-07-21,CVE-2026-38754,mitre,first_score,,,v3,5.1
2026-07-21,CVE-2026-38755,mitre,first_score,,,v3,2.9
2026-07-21,CVE-2026-53368,Linux,first_score,,,v3,7.1
2026-07-21,CVE-2026-53369,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-53373,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-53374,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-53375,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-53380,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-53381,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-53383,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-53384,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-53386,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-53387,Linux,first_score,,,v3,7.1
2026-07-21,CVE-2026-53388,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-53389,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-53390,Linux,first_score,,,v3,8.1
2026-07-21,CVE-2026-53391,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-53392,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-53394,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-53395,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-53396,Linux,first_score,,,v3,7.1
2026-07-21,CVE-2026-53397,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-53398,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-53399,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-53400,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-53401,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-53402,Linux,first_score,,,v3,7.1
2026-07-21,CVE-2026-63793,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63795,Linux,first_score,,,v3,10.0
2026-07-21,CVE-2026-63796,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63797,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-63799,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63800,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63801,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63802,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63803,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63805,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63806,Linux,first_score,,,v3,7.1
2026-07-21,CVE-2026-63807,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63808,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63809,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63812,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63813,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63814,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63815,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-63816,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63817,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63818,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-63819,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63823,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63824,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63825,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63827,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63828,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-63829,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63830,Linux,first_score,,,v3,9.4
2026-07-21,CVE-2026-63831,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63832,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63833,Linux,first_score,,,v3,7.1
2026-07-21,CVE-2026-63840,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63841,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63842,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63843,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63844,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63845,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63846,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63847,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63848,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63849,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63850,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63851,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63852,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63853,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63854,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63855,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63856,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63857,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63858,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63860,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-63863,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63864,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-63865,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63866,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63867,Linux,first_score,,,v3,8.2
2026-07-21,CVE-2026-63869,Linux,first_score,,,v3,7.6
2026-07-21,CVE-2026-63870,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63872,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-63874,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63875,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63879,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63881,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63883,Linux,first_score,,,v3,7.3
2026-07-21,CVE-2026-63884,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63885,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63886,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63887,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63888,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63889,Linux,first_score,,,v3,8.1
2026-07-21,CVE-2026-63893,Linux,first_score,,,v3,8.1
2026-07-21,CVE-2026-63894,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63906,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-63909,Linux,first_score,,,v3,8.1
2026-07-21,CVE-2026-63910,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63911,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63912,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63913,Linux,first_score,,,v3,8.2
2026-07-21,CVE-2026-63914,Linux,first_score,,,v3,7.3
2026-07-21,CVE-2026-63915,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63916,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63917,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63918,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63919,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63920,Linux,first_score,,,v3,7.1
2026-07-21,CVE-2026-63921,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63922,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63923,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63924,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63925,Linux,first_score,,,v3,8.1
2026-07-21,CVE-2026-63926,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-63927,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63930,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63937,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63938,Linux,first_score,,,v3,9.3
2026-07-21,CVE-2026-63939,Linux,first_score,,,v3,9.3
2026-07-21,CVE-2026-63940,Linux,first_score,,,v3,9.3
2026-07-21,CVE-2026-63941,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63942,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63944,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63945,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63946,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63947,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63950,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63951,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63952,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-63954,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63955,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-63968,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-63970,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63971,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63972,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-63974,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63975,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63976,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-63977,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63978,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63979,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63980,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-63984,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63985,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63987,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63992,Linux,first_score,,,v3,9.1
2026-07-21,CVE-2026-63993,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63994,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-63995,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-63996,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64000,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64002,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64003,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-64004,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64005,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64007,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64008,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64009,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64010,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64011,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64015,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64016,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64017,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64018,Linux,first_score,,,v3,9.3
2026-07-21,CVE-2026-64020,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-64023,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64024,Linux,first_score,,,v3,9.4
2026-07-21,CVE-2026-64025,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64026,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64027,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64029,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64030,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64031,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64032,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64033,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64034,Linux,first_score,,,v3,9.3
2026-07-21,CVE-2026-64035,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64036,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64037,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64039,Linux,first_score,,,v3,7.7
2026-07-21,CVE-2026-64041,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64042,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64044,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64045,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-64046,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64047,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64048,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-64050,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64051,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64053,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64055,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64056,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64057,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64058,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64061,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64066,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64067,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64068,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64069,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64073,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64074,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64076,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64077,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64078,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64080,Linux,first_score,,,v3,9.3
2026-07-21,CVE-2026-64081,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-64082,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64084,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64086,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64088,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64089,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64091,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64093,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64095,Linux,first_score,,,v3,7.1
2026-07-21,CVE-2026-64096,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64097,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64098,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64099,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64102,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64104,Linux,first_score,,,v3,8.7
2026-07-21,CVE-2026-64106,Linux,first_score,,,v3,9.0
2026-07-21,CVE-2026-64108,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64109,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64111,Linux,first_score,,,v3,7.1
2026-07-21,CVE-2026-64112,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64113,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64114,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64115,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64116,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-64117,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64118,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-64122,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64123,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64124,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64125,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64126,Linux,first_score,,,v3,7.3
2026-07-21,CVE-2026-64132,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64133,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64134,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64136,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64137,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64138,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64140,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-64141,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-64142,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64148,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-64150,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64151,Linux,first_score,,,v3,8.4
2026-07-21,CVE-2026-64152,Linux,first_score,,,v3,7.8
2026-07-21,CVE-2026-64153,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64158,Linux,first_score,,,v3,7.3
2026-07-21,CVE-2026-64160,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64162,Linux,first_score,,,v3,9.8
2026-07-21,CVE-2026-64172,Linux,first_score,,,v3,7.1
2026-07-21,CVE-2026-64175,Linux,first_score,,,v3,7.5
2026-07-21,CVE-2026-64176,Linux,first_score,,,v3,8.1
2026-07-21,CVE-2026-64178,Linux,first_score,,,v3,8.8
2026-07-21,CVE-2026-64181,Linux,first_score,,,v3,7.8
